	LL07	LL09	LL11	LL08	LL10	LL12
ENSLAIG00005002284	753	1441	582	1090	1314	504
ENSLAIG00005002285	313	302	240	379	341	209
ENSLAIG00005002287	1204	1009	749	1640	1051	558
ENSLAIG00005002288	2251	2097	1570	2690	2127	1315
ENSLAIG00005002289	140	90	4	201	124	18
ENSLAIG00005002290	230	102	86	230	88	83
ENSLAIG00005002291	1909	1355	657	1952	1709	669
ENSLAIG00005002292	0	0	0	0	0	0
ENSLAIG00005002293	0	1	0	0	0	1
ENSLAIG00005002294	0	0	0	0	0	0
ENSLAIG00005002295	0	1	6	4	16	7
ENSLAIG00005002296	1	4	7	6	4	4
ENSLAIG00005002297	860	829	3742	891	904	4025
ENSLAIG00005002298	522	574	353	810	568	306
ENSLAIG00005002299	5	2	0	2	0	0
ENSLAIG00005002300	172	167	114	237	150	124
ENSLAIG00005002301	0	1	0	0	0	0
ENSLAIG00005002302	1	4	3	4	8	3
ENSLAIG00005002303	1	5	7	5	7	8
ENSLAIG00005002304	1073	868	620	1341	988	607
ENSLAIG00005002305	111	197	66	120	158	98
ENSLAIG00005002306	1128	768	548	1316	755	438
ENSLAIG00005002307	41	164	13210	33	1064	18530
ENSLAIG00005002310	0	9	9	0	8	14
ENSLAIG00005002312	0	0	1	0	0	0
ENSLAIG00005002313	530	405	382	655	387	355
ENSLAIG00005002314	12	21	87	18	20	90
ENSLAIG00005002315	231	136	105	217	123	141
ENSLAIG00005002316	572	353	339	715	328	258
ENSLAIG00005002318	6	0	17	22	0	15
ENSLAIG00005002319	11	8	6	21	4	2
ENSLAIG00005002320	1232	1044	649	1742	955	563
ENSLAIG00005002321	130	67	40	130	72	14
ENSLAIG00005002322	17	85	3	89	22	6
ENSLAIG00005002323	4490	3985	2608	5544	4745	2700
ENSLAIG00005002324	1366	1212	419	1513	1228	405
ENSLAIG00005002325	31	29	14	42	47	17
ENSLAIG00005002326	59	12	11	33	4	2
ENSLAIG00005002327	402	359	256	489	261	207
ENSLAIG00005002328	238	219	162	331	194	154
ENSLAIG00005002330	436	257	270	433	254	287
ENSLAIG00005002331	745	1523	494	787	1112	431
ENSLAIG00005002332	92	20	4	48	6	13
ENSLAIG00005002334	0	2	0	0	3	1
ENSLAIG00005002336	1489	1738	1670	1715	2094	1393
ENSLAIG00005002337	1	2	1	1	2	3
ENSLAIG00005002338	0	0	0	1	0	0
ENSLAIG00005002339	0	0	0	0	0	0
ENSLAIG00005002340	10876	9414	7230	14161	7987	7445
ENSLAIG00005002343	33	10	7	37	10	4
ENSLAIG00005002344	1495	1800	596	2060	1573	462
ENSLAIG00005002345	0	0	0	0	0	0
ENSLAIG00005002346	249	128	144	284	179	140
ENSLAIG00005002347	674	732	488	788	743	476
ENSLAIG00005002348	1	0	0	0	0	0
ENSLAIG00005002349	622	714	519	717	743	542
ENSLAIG00005002350	268	157	94	250	189	131
ENSLAIG00005002352	1511	1081	428	2048	1147	412
ENSLAIG00005002353	1	0	72	5	0	47
ENSLAIG00005002354	616	391	318	710	356	304
ENSLAIG00005002355	50	61	23	60	40	23
ENSLAIG00005002356	2	4	325	1	4	469
ENSLAIG00005002357	111	38	183	108	25	172
ENSLAIG00005002358	0	4	4	1	1	3
ENSLAIG00005002359	4	4	29	4	4	49
ENSLAIG00005002361	1780	1397	1284	2115	1501	1274
ENSLAIG00005002363	144	117	84	166	106	79
ENSLAIG00005002364	2912	2614	101	4162	4477	56
ENSLAIG00005002365	1	2	0	6	0	3
ENSLAIG00005002366	811	706	425	1030	798	489
ENSLAIG00005002367	0	2	0	0	0	0
ENSLAIG00005002368	67	473	36	245	482	37
ENSLAIG00005002370	525	483	436	675	491	411
ENSLAIG00005002371	705	126	45	536	97	47
ENSLAIG00005002372	0	0	0	0	0	0
ENSLAIG00005002373	0	0	2	0	5	21
ENSLAIG00005002374	277	193	609	296	159	531
ENSLAIG00005002375	917	553	293	1067	455	334
ENSLAIG00005002376	576	400	377	584	468	407
ENSLAIG00005002377	334	228	314	345	283	436
ENSLAIG00005002378	0	0	0	0	0	0
ENSLAIG00005002379	14	18	21	19	37	19
ENSLAIG00005002382	1	0	1	0	1	1
ENSLAIG00005002383	0	0	0	0	1	0
ENSLAIG00005002384	0	0	55	0	18	465
ENSLAIG00005002385	7	9	1	4	3	1
ENSLAIG00005002386	5012	4489	2009	7063	4672	1513
ENSLAIG00005002387	138	72	1393	91	82	1251
ENSLAIG00005002388	0	0	0	0	0	0
ENSLAIG00005002390	0	0	0	0	0	0
ENSLAIG00005002391	4308	2059	917	4457	2013	808
ENSLAIG00005002392	709	623	459	859	659	444
ENSLAIG00005002393	124	146	124	112	136	115
ENSLAIG00005002394	3524	12341	3654	5187	15037	3209
ENSLAIG00005002395	235	250	157	301	248	141
ENSLAIG00005002396	825	830	549	1012	935	422
ENSLAIG00005002397	38	21	24	35	44	25
ENSLAIG00005002398	3226	2664	2151	4019	2563	2049
ENSLAIG00005002399	1333	2448	861	1996	2196	818
ENSLAIG00005002400	2771	1649	569	3342	1428	572
ENSLAIG00005002401	1	9	150	2	132	1104
ENSLAIG00005002402	1	20	6	4	11	0
ENSLAIG00005002403	167	197	265	210	163	237
ENSLAIG00005002404	509	409	299	548	385	275
ENSLAIG00005002405	96	443	314	193	434	258
ENSLAIG00005002406	386	348	194	407	308	188
ENSLAIG00005002407	150	50	18	235	63	25
ENSLAIG00005002408	0	0	4	1	0	0
ENSLAIG00005002409	81	53	784	70	34	534
ENSLAIG00005002410	181	1152	625	374	1260	562
ENSLAIG00005002411	6710	9068	80	9936	10061	48
ENSLAIG00005002413	8	2	4	8	3	3
ENSLAIG00005002416	4	5	6	12	14	5
ENSLAIG00005002417	8	15	6	41	19	7
ENSLAIG00005002419	1131	417	160	1410	467	139
ENSLAIG00005002420	0	0	0	2	0	0
ENSLAIG00005002421	411	267	152	436	253	199
ENSLAIG00005002422	327	281	170	373	295	200
ENSLAIG00005002424	311	201	185	273	203	215
ENSLAIG00005002425	1803	2161	2133	2332	2511	2021
ENSLAIG00005002426	0	0	0	1	1	1
ENSLAIG00005002427	4	9	22	11	15	8
ENSLAIG00005002428	311	286	37	302	496	57
ENSLAIG00005002429	581	631	230	890	684	283
ENSLAIG00005002430	0	0	0	0	0	0
ENSLAIG00005002431	2	1	1	1	1	0
ENSLAIG00005002432	4555	3129	2540	4653	2714	2109
ENSLAIG00005002433	766	881	479	732	1067	524
ENSLAIG00005002434	4700	2958	7194	7337	3675	8388
ENSLAIG00005002435	907	599	440	1177	618	408
ENSLAIG00005002437	2	3	1	2	6	0
ENSLAIG00005002438	0	0	0	0	0	0
ENSLAIG00005002439	0	0	0	0	1	0
ENSLAIG00005002440	302	300	486	405	304	535
ENSLAIG00005002441	0	0	0	1	0	0
ENSLAIG00005002442	3004	2517	1231	4274	2556	1054
ENSLAIG00005002443	207	193	83	177	187	60
ENSLAIG00005002444	618	1	54	1251	5	114
ENSLAIG00005002445	2	3	4	1	4	2
ENSLAIG00005002446	933	1198	1777	1558	1433	1168
ENSLAIG00005002447	0	0	0	0	0	0
ENSLAIG00005002448	359	202	269	288	188	324
ENSLAIG00005002449	9	81	197	11	52	226
ENSLAIG00005002450	1575	2678	1862	2029	2189	1009
ENSLAIG00005002451	17866	473432	54	137799	450661	62
ENSLAIG00005002452	933	911	558	1162	1029	500
ENSLAIG00005002453	1066	1129	800	1460	1118	817
ENSLAIG00005002454	474	321	7402	466	239	6790
ENSLAIG00005002455	3319	5760	4709	4011	6058	4935
ENSLAIG00005002456	378	552	253	592	627	234
ENSLAIG00005002457	1444	1108	647	1756	1106	655
ENSLAIG00005002458	2234	2237	1132	2675	2702	1197
ENSLAIG00005002459	1748	1691	895	1960	1616	937
ENSLAIG00005002460	703	560	354	764	536	365
ENSLAIG00005002461	301	327	181	526	250	107
ENSLAIG00005002462	377	379	155	395	369	159
ENSLAIG00005002463	355	156	70	390	110	90
ENSLAIG00005002464	141	818	73	338	623	47
ENSLAIG00005002466	6	3	368695	1	17	409195
ENSLAIG00005002467	937	595	222	1145	714	247
ENSLAIG00005002469	163	138	70	172	118	60
ENSLAIG00005002470	0	0	0	0	0	1
ENSLAIG00005002472	98	58	16	85	67	11
ENSLAIG00005002473	646	487	185	687	437	199
ENSLAIG00005002474	7	16	1	16	5	1
ENSLAIG00005002475	1663	1399	753	1965	1276	729
ENSLAIG00005002476	553	457	276	662	555	305
ENSLAIG00005002477	563	603	476	697	693	427
ENSLAIG00005002479	24	20	2	29	16	6
ENSLAIG00005002480	18534	13417	8899	22972	15754	8798
ENSLAIG00005002481	1088	2228	505	1779	1769	448
ENSLAIG00005002482	0	1	0	1	0	1
ENSLAIG00005002483	255	309	360	378	334	291
ENSLAIG00005002484	32	27	19	63	47	24
ENSLAIG00005002485	134	100	136	238	105	162
ENSLAIG00005002486	536	560	372	663	574	351
ENSLAIG00005002487	499	527	635	735	526	506
ENSLAIG00005002488	194	118	149	188	148	116
ENSLAIG00005002489	5986	5207	1422	6619	5611	1415
ENSLAIG00005002491	0	0	0	1	0	0
ENSLAIG00005002492	1445	1304	517	1915	1235	591
ENSLAIG00005002494	0	0	0	0	1	0
ENSLAIG00005002495	60	343	129	111	1123	211
ENSLAIG00005002496	2991	2618	1418	3878	2859	1257
ENSLAIG00005002497	75	70	51	138	80	188
ENSLAIG00005002498	46	52	81	36	71	75
ENSLAIG00005002500	7151	5144	2939	8298	5353	2800
ENSLAIG00005002501	0	1	0	0	0	0
ENSLAIG00005002502	182	122	59	208	108	50
ENSLAIG00005002503	605	557	399	693	540	370
ENSLAIG00005002505	1070	408	215	888	400	227
ENSLAIG00005002506	109	234	161	209	240	183
ENSLAIG00005002507	370	278	113	520	265	175
ENSLAIG00005002508	1183	746	378	1617	667	329
ENSLAIG00005002509	1864	1956	1146	2124	1949	1048
ENSLAIG00005002510	1230	1242	879	1632	1316	796
ENSLAIG00005002511	41	47	19	61	35	27
ENSLAIG00005002512	2651	2351	1268	3402	2689	1318
ENSLAIG00005002513	7	0	0	0	4	2
ENSLAIG00005002514	298	208	166	306	197	157
ENSLAIG00005002515	162	156	224	233	192	256
ENSLAIG00005002516	344	299	258	422	366	295
ENSLAIG00005002517	753	769	539	1113	792	531
ENSLAIG00005002518	1347	936	1837	1353	853	1432
ENSLAIG00005002519	615	626	1279	817	829	1116
ENSLAIG00005002520	1854	1874	1358	2420	1866	1021
ENSLAIG00005002521	5	13	109	4	28	130
ENSLAIG00005002522	2369	1717	638	3340	2030	714
ENSLAIG00005002524	2	4	3	3	3	5
ENSLAIG00005002525	0	0	2	0	3	7
ENSLAIG00005002526	6	8	1	9	7	5
ENSLAIG00005002528	141	62	43	138	66	50
ENSLAIG00005002529	6	12	7	18	15	18
ENSLAIG00005002531	388	371	462	445	590	539
ENSLAIG00005002532	45886	48008	1308	49772	52240	1653
ENSLAIG00005002535	1004	628	589	985	514	551
ENSLAIG00005002536	578	762	182	512	566	176
ENSLAIG00005002537	93	88	108	128	56	105
ENSLAIG00005002538	10	3	0	11	7	2
ENSLAIG00005002539	0	0	0	0	0	0
ENSLAIG00005002540	108	61	138	145	71	169
ENSLAIG00005002546	350	294	89	384	280	109
ENSLAIG00005002547	0	0	0	1	1	0
ENSLAIG00005002550	874	202	28	773	360	13
ENSLAIG00005002551	83	80	58	97	87	57
ENSLAIG00005002553	414	339	143	480	307	206
ENSLAIG00005002554	503	661	669	619	787	687
ENSLAIG00005002555	2396	2002	60	1704	2848	33
ENSLAIG00005002557	993	785	404	1028	736	405
ENSLAIG00005002558	1299	858	1239	1213	1026	1228
ENSLAIG00005002559	0	3	317	5	4	364
ENSLAIG00005002560	592	393	262	574	381	311
ENSLAIG00005002562	2348	2121	1154	2969	2102	872
ENSLAIG00005002564	0	0	0	0	0	0
ENSLAIG00005002567	214	124	38	168	121	46
ENSLAIG00005002568	275	111	108	263	101	106
ENSLAIG00005002575	1048	12761	208	3290	16092	209
ENSLAIG00005002576	3865	4570	2149	5932	5218	1704
ENSLAIG00005002577	145	296	14	349	255	7
ENSLAIG00005002579	0	0	199	2	4	200
ENSLAIG00005002580	110	105	90	131	112	73
ENSLAIG00005002582	0	5	1	0	356	9
ENSLAIG00005002583	102	253	142	118	345	170
ENSLAIG00005002584	386	1081	226	569	1203	218
ENSLAIG00005002585	308	240	187	486	242	253
ENSLAIG00005002586	750	639	461	939	720	556
ENSLAIG00005002589	28	419	1136	65	1057	1150
ENSLAIG00005002590	990	599	572	1006	624	653
ENSLAIG00005002593	0	0	3	0	0	30
ENSLAIG00005002595	88	124	91	104	173	100
ENSLAIG00005002596	1367	1140	172	1721	993	178
ENSLAIG00005002597	0	0	0	1	0	0
ENSLAIG00005002601	473	268	110	480	230	100
ENSLAIG00005002603	12497	9861	2865	15142	9644	3125
ENSLAIG00005002604	107	96	103	125	112	102
ENSLAIG00005002607	9	10	13	1	16	18
ENSLAIG00005002608	0	0	0	1	0	0
ENSLAIG00005002610	5	15	30	10	20	20
ENSLAIG00005002611	82	60	46	85	49	42
ENSLAIG00005002612	1091	1009	594	1463	1028	697
ENSLAIG00005002613	21	7	6	18	17	3
ENSLAIG00005002614	1936	6542	11206	2788	24065	11531
ENSLAIG00005002615	1803	673	287	1806	790	248
ENSLAIG00005002616	4024	3661	1737	4870	3380	1538
ENSLAIG00005002617	2	2	0	3	1	3
ENSLAIG00005002618	70	46	18	67	43	25
ENSLAIG00005002619	146	1765	676	374	1611	582
ENSLAIG00005002620	605	381	297	554	355	330
ENSLAIG00005002621	642	391	415	628	394	472
ENSLAIG00005002622	5	4	0	6	3	2
ENSLAIG00005002623	779	713	497	1034	756	550
ENSLAIG00005002625	346	288	121	392	237	140
ENSLAIG00005002626	111	20	220	58	21	226
ENSLAIG00005002627	1139	715	614	1312	718	626
ENSLAIG00005002628	176	392	198	276	435	237
ENSLAIG00005002629	0	1	0	0	0	0
ENSLAIG00005002630	1	0	2	5	1	2
ENSLAIG00005002631	534	713	440	826	761	488
ENSLAIG00005002632	0	0	0	0	0	0
ENSLAIG00005002633	42	51	2108	123	208	1388
ENSLAIG00005002634	0	0	0	0	3	0
ENSLAIG00005002635	628	616	410	822	761	393
ENSLAIG00005002636	0	1	0	0	0	0
ENSLAIG00005002637	543	525	554	632	688	556
ENSLAIG00005002638	250	260	176	333	244	160
ENSLAIG00005002640	86	68	152	104	38	116
ENSLAIG00005002641	21771	14719	26563	29276	18737	21762
ENSLAIG00005002643	1351	990	537	1501	890	559
ENSLAIG00005002644	0	0	2	1	0	0
ENSLAIG00005002645	34	1166	23665	114	2950	22564
ENSLAIG00005002646	1205	1047	769	1372	1306	614
ENSLAIG00005002647	1399	1635	1176	1905	2065	1019
ENSLAIG00005002649	22	26	0	8	25	1
ENSLAIG00005002650	466	213	291	499	280	297
ENSLAIG00005002652	506	390	202	626	374	198
ENSLAIG00005002653	0	1	0	0	3	1
ENSLAIG00005002654	1737	2304	1593	2458	2323	1449
ENSLAIG00005002655	650	434	748	719	484	745
ENSLAIG00005002656	8	11	1380	9	14	3117
ENSLAIG00005002658	999	379	279	802	293	278
ENSLAIG00005002659	4	0	3	7	1	1
ENSLAIG00005002660	2	0	0	1	0	0
ENSLAIG00005002661	159	183	341	288	199	275
ENSLAIG00005002662	3	11	18	5	24	59
ENSLAIG00005002663	1226	891	319	849	2598	264
ENSLAIG00005002664	3	3	1	3	7	1
ENSLAIG00005002665	6062	6642	1538	8529	5612	1336
ENSLAIG00005002666	505	319	323	523	325	365
ENSLAIG00005002667	21	15	6	20	14	9
ENSLAIG00005002668	1	2	3	2	6	7
ENSLAIG00005002670	400	305	74	448	237	78
ENSLAIG00005002671	97	615	581	159	519	558
ENSLAIG00005002672	0	0	0	3	0	0
ENSLAIG00005002673	2628	1691	592	3179	1408	522
ENSLAIG00005002674	438	473	316	620	496	261
ENSLAIG00005002676	1401	1393	752	1689	1348	653
ENSLAIG00005002677	330	249	134	431	273	184
ENSLAIG00005002678	857	469	238	905	500	211
ENSLAIG00005002679	12	2	0	14	0	0
ENSLAIG00005002682	614	533	641	852	508	571
ENSLAIG00005002684	0	0	0	0	1	0
ENSLAIG00005002688	10	9	1	19	9	3
ENSLAIG00005002689	0	0	0	0	0	0
ENSLAIG00005002691	3798	2740	1043	4316	2439	994
ENSLAIG00005002692	166	131	45	189	95	45
ENSLAIG00005002693	70	119	144	124	142	102
ENSLAIG00005002695	5	0	2	12	0	6
ENSLAIG00005002697	486	515	234	677	608	358
ENSLAIG00005002698	0	3	0	3	1	1
ENSLAIG00005002700	3332	3788	3218	4046	3698	3143
ENSLAIG00005002701	1	4	1	1	7	0
ENSLAIG00005002702	0	0	0	0	0	0
ENSLAIG00005002703	254195	144495	157	308062	107754	194
ENSLAIG00005002704	19	21	13	52	33	6
ENSLAIG00005002705	11	11	39	30	22	35
ENSLAIG00005002706	1724	1569	943	2345	1522	713
ENSLAIG00005002708	17894	70844	2315	35940	88718	2208
ENSLAIG00005002709	4297	7934	2765	6897	8569	3701
ENSLAIG00005002711	76	66	54	85	72	72
ENSLAIG00005002712	3771	4157	5206	6137	4259	4230
ENSLAIG00005002713	988	968	966	1241	1102	905
ENSLAIG00005002714	13	3	13	11	3	20
ENSLAIG00005002715	629	607	283	635	574	299
ENSLAIG00005002717	177	10827	34	2423	15078	29
ENSLAIG00005002719	39	17	5	44	4	24
ENSLAIG00005002720	260	264	157	333	271	243
ENSLAIG00005002722	392	370	1013	456	411	1150
ENSLAIG00005002723	279	217	208	359	302	228
ENSLAIG00005002724	526	455	59	1048	280	70
ENSLAIG00005002725	179	82	73	153	96	52
ENSLAIG00005002726	253	227	125	292	235	131
ENSLAIG00005002728	677	371	264	500	591	245
ENSLAIG00005002729	437	242	222	455	230	212
ENSLAIG00005002731	0	2	0	0	1	4
ENSLAIG00005002732	540	531	231	761	717	279
ENSLAIG00005002735	271	87	1242	297	104	1097
ENSLAIG00005002737	430	421	236	553	477	206
ENSLAIG00005002738	365	400	498	438	464	452
ENSLAIG00005002739	559	2176	741	760	2755	628
ENSLAIG00005002740	399	219	235	325	217	277
ENSLAIG00005002742	4347	2516	1416	8109	2464	1198
ENSLAIG00005002744	178	153	95	173	159	101
ENSLAIG00005002746	292	245	266	382	236	218
ENSLAIG00005002747	337	294	273	384	338	329
ENSLAIG00005002749	9	6	0	3	1	0
ENSLAIG00005002750	215	203	212	308	218	241
ENSLAIG00005002751	8	10	8	15	4	15
ENSLAIG00005002753	238	126	110	201	117	158
ENSLAIG00005002754	1527	1105	397	2012	1151	347
ENSLAIG00005002755	5289	9276	397	14589	8258	385
ENSLAIG00005002756	1839	1278	434	2281	1116	375
ENSLAIG00005002758	0	0	6	1	3	2
ENSLAIG00005002759	189	137	326	213	209	351
ENSLAIG00005002760	8695	7883	5618	10216	5468	5177
ENSLAIG00005002761	0	0	0	0	0	0
ENSLAIG00005002762	4835	4147	1765	7285	5036	1772
ENSLAIG00005002763	75	5	3	69	8	1
ENSLAIG00005002765	308	252	158	393	278	173
ENSLAIG00005002767	9164	7766	290	12712	4351	267
ENSLAIG00005002769	0	0	0	7	1	0
ENSLAIG00005002770	605	553	104	765	670	107
ENSLAIG00005002771	0	0	0	0	0	0
ENSLAIG00005002772	524	510	190	613	453	233
ENSLAIG00005002773	0	0	2	1	2	0
ENSLAIG00005002775	1097	935	1022	1359	988	1022
ENSLAIG00005002776	805	617	341	1009	681	367
ENSLAIG00005002778	676	424	180	756	407	145
ENSLAIG00005002779	1746	5873	7610	1315	11007	9961
ENSLAIG00005002781	911	996	529	1112	944	505
ENSLAIG00005002782	2210	1826	5370	2518	1945	5171
ENSLAIG00005002784	0	0	0	0	0	0
ENSLAIG00005002785	14	13	483	23	9	390
ENSLAIG00005002786	0	181	1174	8	612	645
ENSLAIG00005002787	23	29	87449	46	182	87056
ENSLAIG00005002788	0	3	1	2	3	3
ENSLAIG00005002791	12	10	4	15	11	2
ENSLAIG00005002792	128	299	342	241	350	315
ENSLAIG00005002793	116	120	73	167	148	48
ENSLAIG00005002794	0	4	0	0	4	3
ENSLAIG00005002795	125	119	116	147	126	117
ENSLAIG00005002796	276	208	166	259	206	175
ENSLAIG00005002797	456	368	247	537	400	316
ENSLAIG00005002798	2	3	3	2	0	0
ENSLAIG00005002799	1919	1400	854	2139	1355	818
ENSLAIG00005002806	451	491	224	598	418	245
ENSLAIG00005002808	21	52	11	7	62	4
ENSLAIG00005002809	168	67	85	119	34	58
ENSLAIG00005002811	9438	8226	2373	14225	8170	1687
ENSLAIG00005002814	2	5	0	2	5	2
ENSLAIG00005002815	1058	963	561	1348	964	448
ENSLAIG00005002816	10	2	0	5	2	0
ENSLAIG00005002818	1903	1522	698	2652	1622	747
ENSLAIG00005002819	359	244	318	381	249	353
ENSLAIG00005002820	7	15	5	12	7	2
ENSLAIG00005002826	827	1053	516	1190	1137	465
ENSLAIG00005002828	842	462	30	1112	300	39
ENSLAIG00005002829	14	6	2	13	11	8
ENSLAIG00005002830	22	6	24	14	5	30
ENSLAIG00005002833	101	34	14	173	62	17
ENSLAIG00005002834	38	9	28	46	6	30
ENSLAIG00005002835	7	1	2	8	1	0
ENSLAIG00005002836	858	1004	498	1204	1178	503
ENSLAIG00005002838	16	48	0	29	42	5
ENSLAIG00005002839	1275	1073	555	1627	1113	561
ENSLAIG00005002842	398	342	315	428	308	313
ENSLAIG00005002843	144072	343270	48361	207831	467446	53555
ENSLAIG00005002845	1066	1473	402	1590	1345	279
ENSLAIG00005002850	80	63	174	130	101	138
ENSLAIG00005002851	1680	1628	1163	1934	1608	1088
ENSLAIG00005002856	722	542	147	1027	625	136
ENSLAIG00005002857	0	0	0	0	0	0
ENSLAIG00005002858	1	0	0	2	0	0
ENSLAIG00005002859	0	0	0	1	0	0
ENSLAIG00005002860	50	28	25	64	25	39
ENSLAIG00005002861	237	176	166	332	197	187
ENSLAIG00005002862	231	139	122	284	156	138
ENSLAIG00005002864	0	0	1	0	4	6
ENSLAIG00005002865	9742	8427	7048	13942	8058	7334
ENSLAIG00005002866	46619	214229	12	166924	274168	66
ENSLAIG00005002868	2	9	1654	11	4	2245
ENSLAIG00005002870	1878	981	699	1765	830	697
ENSLAIG00005002871	238	158	248	294	186	221
ENSLAIG00005002872	363	285	205	471	301	186
ENSLAIG00005002874	0	0	0	0	1	0
ENSLAIG00005002876	195	135	62	185	91	87
ENSLAIG00005002880	7	2	3	19	0	0
ENSLAIG00005002882	604	223	562	830	203	482
ENSLAIG00005002884	2007	1492	607	2576	1472	507
ENSLAIG00005002886	1463	1540	1509	1670	1589	1440
ENSLAIG00005002887	205	207	689	343	250	479
ENSLAIG00005002888	32049	39275	5693	57473	43331	6084
ENSLAIG00005002890	681	321	690	651	348	1063
ENSLAIG00005002894	101	63	66	139	87	60
ENSLAIG00005002895	627	472	483	772	405	450
ENSLAIG00005002896	922	101	81	434	125	50
ENSLAIG00005002898	1	4	2	0	1	1
ENSLAIG00005002899	993	830	410	1184	884	413
ENSLAIG00005002900	415	561	488	426	635	523
ENSLAIG00005002905	0	0	0	0	0	0
ENSLAIG00005002906	121	97	104	141	119	120
ENSLAIG00005002909	3042	3107	1578	4581	3118	1348
ENSLAIG00005002910	4966	4718	2348	7381	5629	2106
ENSLAIG00005002912	4	16	3	13	29	2
ENSLAIG00005002913	4	13	666	3	27	720
ENSLAIG00005002914	800	563	494	890	558	459
ENSLAIG00005002915	224	122	102	253	176	121
ENSLAIG00005002916	349	240	180	355	300	203
ENSLAIG00005002917	0	8	2	0	0	3
ENSLAIG00005002918	1	0	1	1	0	0
ENSLAIG00005002919	3	3	9	9	3	11
ENSLAIG00005002920	4695	5402	3230	6831	5867	2852
ENSLAIG00005002923	7	10	1	10	15	4
ENSLAIG00005002924	0	0	0	2	0	0
ENSLAIG00005002925	1983	1567	872	2399	1565	789
ENSLAIG00005002928	14	31	9	27	28	8
ENSLAIG00005002929	55	279	150	93	319	129
ENSLAIG00005002930	0	1	5	0	0	5
ENSLAIG00005002935	198	111	126	205	106	75
ENSLAIG00005002936	0	0	0	0	0	0
ENSLAIG00005002937	4318	6368	3216	6234	6359	2522
ENSLAIG00005002938	1047	788	588	1334	941	523
ENSLAIG00005002939	2544	2164	1316	2978	2157	1284
ENSLAIG00005002942	37	20	20	28	23	27
ENSLAIG00005002944	5	6	2	18	12	1
ENSLAIG00005002947	775	1110	720	1788	2210	605
ENSLAIG00005002950	1394	1431	575	1588	1303	668
ENSLAIG00005002951	4	48	3	1	26	2
ENSLAIG00005002955	18168	15656	4319	22753	11244	3625
ENSLAIG00005002958	533	421	235	599	372	239
ENSLAIG00005002961	1231	968	439	1737	1080	443
ENSLAIG00005002962	903	1025	637	1359	1765	574
ENSLAIG00005002964	5071	4744	5236	5825	5496	4852
ENSLAIG00005002966	320	331	316	446	360	267
ENSLAIG00005002967	451	446	562	526	506	666
ENSLAIG00005002968	0	3	63	2	20	470
ENSLAIG00005002969	0	1	0	2	1	0
ENSLAIG00005002970	383	315	194	469	313	192
ENSLAIG00005002973	1013	1159	366	1529	1537	383
ENSLAIG00005002975	1913	446	739	1442	1064	794
ENSLAIG00005002977	908	662	682	957	686	710
ENSLAIG00005002978	156	108	104	170	137	96
ENSLAIG00005002979	17	1	2	14	2	2
ENSLAIG00005002981	4	8	85	12	6	76
ENSLAIG00005002982	551	432	736	582	464	750
ENSLAIG00005002984	3	9	3	2	1	6
ENSLAIG00005002985	0	7	1	0	9	0
ENSLAIG00005002986	3	10	9	12	8	46
ENSLAIG00005002987	126	154	63	176	138	77
ENSLAIG00005002989	12411	10771	2513	16000	9130	3430
ENSLAIG00005002990	0	0	0	0	0	0
ENSLAIG00005002991	102	75	70	127	104	78
ENSLAIG00005002992	412	430	493	735	476	481
ENSLAIG00005002993	1710	1241	345	3160	1425	315
ENSLAIG00005002995	938	506	712	772	454	726
ENSLAIG00005002996	221	132	133	251	124	195
ENSLAIG00005002997	275	273	93	400	280	134
ENSLAIG00005002998	15	28	0	27	69	3
ENSLAIG00005003001	524	430	223	523	379	246
ENSLAIG00005003002	8	2	4	11	21	0
ENSLAIG00005003003	330	313	260	369	326	255
ENSLAIG00005003004	4	5	72	0	30	34
ENSLAIG00005003006	1746	2666	2648	3722	2576	2167
ENSLAIG00005003008	174	169	34	261	208	56
ENSLAIG00005003009	498	351	268	476	371	240
ENSLAIG00005003010	867	901	283	1218	1112	223
ENSLAIG00005003011	0	0	0	0	0	0
ENSLAIG00005003012	762	725	225	1367	632	184
ENSLAIG00005003014	327	279	344	425	300	394
ENSLAIG00005003015	178	101	44	208	85	40
ENSLAIG00005003016	690	485	261	733	473	271
ENSLAIG00005003017	70310	147847	164	102661	194130	128
ENSLAIG00005003018	568	428	297	721	493	304
ENSLAIG00005003019	0	0	10	0	1	9
ENSLAIG00005003020	1035	736	319	1188	823	347
ENSLAIG00005003021	28497	28262	11407	37442	26809	10096
ENSLAIG00005003023	439	386	302	579	428	349
ENSLAIG00005003024	1121	14	239	665	17	199
ENSLAIG00005003025	151	100	45	169	76	50
ENSLAIG00005003026	936	616	2184	1210	689	1823
ENSLAIG00005003027	382	292	352	367	252	346
ENSLAIG00005003028	1298	1019	897	1305	800	933
ENSLAIG00005003030	3497	2215	798	4176	1969	626
ENSLAIG00005003031	51803	18095	334	48689	12029	326
ENSLAIG00005003032	2068	3018	735	2664	3666	650
ENSLAIG00005003033	2108	1304	725	2453	1323	701
ENSLAIG00005003034	272	189	97	320	238	134
ENSLAIG00005003035	512	332	273	637	324	338
ENSLAIG00005003036	1228	1386	681	1827	1330	610
ENSLAIG00005003037	316	323	221	398	333	184
ENSLAIG00005003038	37	61	18	42	37	17
ENSLAIG00005003039	195	218	207	265	173	186
ENSLAIG00005003040	109	5	33	122	7	30
ENSLAIG00005003041	2600	2249	746	3666	2277	707
